PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw
09049,1153548,11.300804,0.360246,1.332673,0.063281,0.293131,0.290373,-0.599732,-0.166203,0.266475,179.597862,-88.467083,-174.105381
09050,1153648,11.869074,0.096473,1.214979,0.104300,0.332312,0.290594,-0.601673,-0.163561,0.264102,-173.372034,-88.649170,178.920456
09051,1153748,12.402916,-0.166489,1.135305,0.140362,0.352335,0.290432,-0.601170,-0.160579,0.264255,-164.179098,-88.816172,169.804134
09052,1153848,12.819648,-0.154068,1.019908,0.155215,0.363711,0.289170,-0.601610,-0.159430,0.261307,-152.260678,-88.949980,157.970846
09053,1153948,13.149597,0.102475,0.843595,0.157686,0.373832,0.287445,-0.604058,-0.156305,0.259459,-137.522107,-89.032409,143.318795
09054,1154048,13.441047,0.547243,0.467988,0.132935,0.388275,0.292244,-0.608018,-0.152706,0.258636,-120.827856,-89.044662,126.696756
09055,1154148,13.672162,0.973992,-0.046585,0.084439,0.387094,0.292703,-0.611468,-0.147098,0.257415,-105.104462,-88.977608,111.017677
09056,1154248,13.460462,1.282724,-0.745650,0.032095,0.325393,0.289119,-0.612921,-0.144985,0.255517,-93.927111,-88.845840,99.854803
09057,1154348,12.855549,1.328388,-1.333481,-0.030660,0.202697,0.278415,-0.615385,-0.140413,0.254745,-88.369243,-88.689853,94.275994
09058,1154448,12.155417,1.016796,-1.504542,-0.080942,0.075137,0.254950,-0.612865,-0.139384,0.253297,-86.860572,-88.543440,92.718258
09059,1154548,11.545340,0.613484,-1.476920,-0.106706,-0.034348,0.232077,-0.614803,-0.134748,0.251026,-87.869349,-88.412862,93.663886
09060,1154648,10.867956,0.165259,-1.459372,-0.116374,-0.138406,0.209616,-0.614817,-0.132305,0.252153,-90.728574,-88.295083,96.455176
09061,1154748,10.258060,-0.329755,-1.467611,-0.104703,-0.233430,0.203919,-0.613825,-0.129355,0.252805,-94.922112,-88.173122,100.588258
09062,1154848,9.673115,-0.769700,-1.455928,-0.079985,-0.322062,0.206279,-0.612354,-0.126960,0.254432,-100.021800,-88.033228,105.642485
09063,1154948,9.079537,-1.104703,-1.281699,-0.015594,-0.386446,0.198336,-0.614374,-0.126503,0.255957,-105.376492,-87.874951,110.989307
09064,1155048,8.539319,-1.510567,-1.143135,0.078041,-0.410136,0.179466,-0.611409,-0.124629,0.257559,-110.315045,-87.706310,115.974042
09065,1155148,8.028586,-1.925234,-1.108087,0.185041,-0.397557,0.154840,-0.610933,-0.121222,0.259236,-114.471993,-87.538768,120.238594
09066,1155248,7.591040,-2.169260,-1.033629,0.289296,-0.346887,0.127198,-0.611012,-0.118948,0.263861,-117.619954,-87.387293,123.553647
09067,1155348,7.276974,-2.144464,-1.043390,0.387247,-0.246177,0.103912,-0.610512,-0.117959,0.263912,-119.450405,-87.268886,125.606469
09068,1155448,7.132115,-1.827659,-1.235561,0.468245,-0.123222,0.066021,-0.610043,-0.118537,0.265386,-120.069490,-87.202264,126.493272
09069,1155548,7.221877,-1.575863,-1.568786,0.518097,-0.022608,0.032865,-0.608047,-0.116576,0.265489,-119.817019,-87.180716,126.536207
09070,1155648,7.594378,-1.244020,-1.746491,0.543717,0.027549,0.003132,-0.612484,-0.116385,0.262988,-119.215558,-87.188147,126.244496
09071,1155748,8.214213,-1.024662,-1.803662,0.546709,0.045564,-0.022477,-0.611542,-0.116047,0.266013,-118.569645,-87.213237,125.910043
09072,1155848,8.928704,-0.935093,-1.773212,0.524671,0.037483,-0.032051,-0.610474,-0.111908,0.262718,-118.066327,-87.240778,125.705747
09073,1155948,9.609706,-0.876485,-1.616577,0.469375,0.018852,-0.021277,-0.613505,-0.114946,0.264564,-117.725480,-87.257782,125.632418
09074,1156048,10.244355,-0.778357,-1.518541,0.397616,-0.015220,0.000003,-0.615000,-0.115421,0.264538,-117.667143,-87.254892,125.800774
09075,1156148,10.852385,-0.737050,-1.481995,0.335152,-0.042412,0.021537,-0.612009,-0.113974,0.264615,-117.811374,-87.233813,126.136109
09076,1156248,11.285993,-0.848789,-1.379955,0.289677,-0.047378,0.039096,-0.614951,-0.113806,0.262115,-117.932766,-87.202461,126.422516
09077,1156348,11.283489,-0.940762,-1.387748,0.258198,-0.033765,0.050106,-0.614462,-0.113339,0.262640,-117.868600,-87.169163,126.505115
09078,1156448,10.836004,-0.923993,-1.281260,0.219340,-0.038962,0.057391,-0.617479,-0.113863,0.264113,-117.840185,-87.130773,126.601247
09079,1156548,10.368744,-0.842967,-1.068971,0.193095,-0.071017,0.062268,-0.617947,-0.107330,0.263444,-118.118812,-87.081276,126.989785
09080,1156648,9.908658,-0.685689,-0.689609,0.192263,-0.090516,0.048568,-0.615504,-0.112946,0.265164,-118.648620,-87.033228,127.629388
09081,1156748,9.542126,-0.586165,-0.499882,0.204752,-0.108018,0.030219,-0.616934,-0.108294,0.262394,-119.416718,-86.989130,128.514810
09082,1156848,9.011381,-0.539693,-0.455871,0.225041,-0.163801,0.009153,-0.615953,-0.106364,0.263495,-120.779386,-86.938587,130.007324
09083,1156948,8.712462,-0.538295,-0.338352,0.267142,-0.227073,-0.004183,-0.617489,-0.108928,0.265367,-122.707379,-86.873209,132.090238
09084,1157048,8.452186,-0.532371,-0.359520,0.299494,-0.266862,-0.014451,-0.615484,-0.107441,0.264944,-124.927624,-86.795992,134.484569
09085,1157148,8.288291,-0.550268,-0.423338,0.313866,-0.300614,-0.020110,-0.614542,-0.106107,0.268019,-127.329711,-86.704710,137.069492
09086,1157248,8.369558,-0.537939,-0.315501,0.310733,-0.306450,-0.021786,-0.615543,-0.104122,0.268620,-129.648806,-86.606135,139.569744
09087,1157348,8.556640,-0.519125,-0.156790,0.306972,-0.281656,-0.018770,-0.614077,-0.104218,0.270120,-131.638056,-86.510089,141.737664
09088,1157448,8.757875,-0.497327,-0.133416,0.291314,-0.267895,-0.014189,-0.613109,-0.104306,0.271620,-133.402486,-86.413226,143.671583
09089,1157548,8.988167,-0.471920,-0.074648,0.247301,-0.261654,-0.017633,-0.614616,-0.101341,0.272772,-135.075447,-86.316734,145.488796
09090,1157648,9.218347,-0.480820,-0.073735,0.210711,-0.255495,-0.020118,-0.608146,-0.099475,0.273375,-136.657675,-86.220531,147.194284
09091,1157748,9.292709,-0.462681,-0.097635,0.181821,-0.250163,-0.025241,-0.608677,-0.102031,0.274747,-138.175738,-86.125593,148.819070
09092,1157848,9.320419,-0.512964,-0.088409,0.168604,-0.239084,-0.030489,-0.607236,-0.100704,0.277823,-139.598884,-86.034661,150.341322
09093,1157948,9.219315,-0.638926,-0.094434,0.163574,-0.227215,-0.031945,-0.605233,-0.100214,0.277349,-140.906734,-85.947033,151.745300
09094,1158048,8.998437,-0.792493,-0.193493,0.145529,-0.238008,-0.026301,-0.605733,-0.101202,0.277298,-142.183710,-85.850352,153.108160
09095,1158148,8.847125,-0.909907,-0.214697,0.113335,-0.263911,-0.012087,-0.602245,-0.100759,0.277325,-143.448920,-85.734775,154.440966
09096,1158248,8.856421,-0.983942,-0.092371,0.078814,-0.278263,0.003027,-0.603312,-0.103901,0.280670,-144.634345,-85.605386,155.674197
09097,1158348,8.896966,-0.910447,0.034779,0.058032,-0.266828,0.012289,-0.600327,-0.100983,0.281324,-145.659753,-85.476563,156.735254
09098,1158448,8.982890,-0.947211,0.108946,0.045384,-0.235418,0.017664,-0.598344,-0.101039,0.281824,-146.480562,-85.359639,157.584028
09099,1158548,9.101837,-0.951535,0.145947,0.021642,-0.179614,0.020022,-0.595872,-0.101127,0.282825,-147.051026,-85.267901,158.168156
09100,1158648,9.224949,-0.982538,0.183823,0.006674,-0.117231,0.015585,-0.598384,-0.102630,0.283747,-147.405129,-85.207207,158.526696
09101,1158748,9.500976,-1.010019,0.252044,-0.009532,-0.056214,0.016182,-0.597348,-0.106511,0.281045,-147.535013,-85.175677,158.650996
09102,1158848,9.718700,-0.902557,0.189854,-0.028083,0.007425,0.007303,-0.595892,-0.107129,0.283019,-147.493546,-85.177624,158.592723
09103,1158948,9.836246,-0.984201,0.079485,-0.037728,0.042248,-0.006048,-0.596855,-0.104052,0.281672,-147.406402,-85.200495,158.483125
