time,gx,gy,gz,ax,ay,az,Mag_X,Mag_Y,Mag_Z,p
352528,0.020252,-0.08209,-0.048691,0.96317701,-0.071501959,0.205062371,-0.161242,-0.084258,-0.320588,1016.549561
352628,0.01823,-0.113035,-0.043603,0.963359588,-0.067914227,0.203478041,-0.161266,-0.087295,-0.31974,1016.549561
352728,0.028111,-0.126003,-0.039939,0.973997526,-0.065512474,0.214613299,-0.16128,-0.08981,-0.319368,1016.549561
352828,0.035464,-0.112987,-0.037085,0.981570515,-0.067316392,0.210175876,-0.15936,-0.094494,-0.316097,1016.549561
352928,0.039914,-0.104626,-0.036819,0.980564021,-0.065743711,0.198464227,-0.159892,-0.097548,-0.31475,1016.549561
353028,0.045984,-0.109124,-0.037673,0.983861237,-0.064919485,0.205774124,-0.160885,-0.096038,-0.314674,1016.549561
353128,0.05979,-0.121138,-0.038366,0.99164299,-0.062380722,0.223204124,-0.157509,-0.100842,-0.309404,1016.549561
353228,0.067101,-0.135919,-0.039154,1.000307938,-0.064836804,0.236834639,-0.155079,-0.103517,-0.306531,1016.549561
353328,0.064391,-0.141772,-0.04233,1.009856701,-0.065621443,0.246625979,-0.152615,-0.108089,-0.30576,1016.549561
353428,0.060708,-0.138132,-0.045866,1.022778144,-0.06540433,0.260571856,-0.152139,-0.110138,-0.304862,1016.549561
353528,0.050107,-0.125627,-0.053967,1.03081,-0.065044021,0.267793814,-0.150671,-0.114694,-0.30409,1016.549561
353628,0.036954,-0.1071,-0.063196,1.031198969,-0.070631237,0.266255052,-0.144248,-0.118405,-0.301767,1016.549561
353728,0.023439,-0.097228,-0.077015,1.031810825,-0.073685155,0.256589897,-0.138852,-0.123667,-0.298021,1016.549561
353828,0.012724,-0.090901,-0.090789,1.033599278,-0.076243918,0.25046701,-0.13745,-0.128889,-0.293776,1016.549561
353928,0.003906,-0.086458,-0.104727,1.039547629,-0.070396804,0.25424268,-0.135011,-0.132039,-0.291429,1016.549561
354028,-0.006732,-0.077725,-0.122247,1.04813,-0.066059072,0.260883093,-0.129587,-0.13673,-0.289157,1016.549561
354128,-0.012556,-0.069761,-0.138673,1.060940206,-0.062867423,0.272726495,-0.127187,-0.140972,-0.284861,1016.549561
354228,-0.014414,-0.05531,-0.153567,1.07363701,-0.057282887,0.281625258,-0.123746,-0.146106,-0.283115,1016.549561
354328,-0.01732,-0.040549,-0.16874,1.086350722,-0.049115773,0.290612371,-0.116856,-0.151392,-0.279368,1016.549561
354428,-0.018793,0.001031,-0.191747,1.121774433,-0.037018144,0.288956289,-0.108929,-0.155102,-0.277544,1016.549561
354528,-0.033893,0.055903,-0.215894,1.166593196,-0.025607732,0.269220928,-0.101514,-0.160821,-0.275322,1016.549561
354628,-0.039872,0.072537,-0.22618,1.184647113,-0.016620722,0.224436392,-0.089141,-0.169657,-0.272252,1016.549561
354728,-0.040619,0.034538,-0.219244,1.167854124,-0.038856392,0.166222062,-0.078795,-0.177064,-0.267107,1016.549561
354828,-0.001522,-0.007945,-0.208093,1.169836804,-0.078836495,0.119609588,-0.068414,-0.18537,-0.264011,1016.549561
354928,0.094255,-0.033972,-0.210629,1.187750412,-0.122372062,0.072129072,-0.056095,-0.198312,-0.258644,1016.549561
355028,0.217654,-0.075761,-0.215634,1.203433918,-0.132602577,0.009664948,-0.046356,-0.209463,-0.248179,1016.549561
355128,0.317966,-0.158753,-0.209732,1.21415,-0.111366701,-0.062388351,-0.036637,-0.226616,-0.237519,1016.549561
355228,0.382835,-0.23204,-0.188722,1.227539278,-0.072961856,-0.104672165,-0.030029,-0.244534,-0.220388,1016.549561
355328,0.413693,-0.266476,-0.161809,1.228895979,-0.012430103,-0.116859072,-0.026391,-0.262854,-0.204282,1016.549561
355428,0.408146,-0.291332,-0.136091,1.207633711,0.05998,-0.114356082,-0.028299,-0.281754,-0.184705,1016.549561
355528,0.362287,-0.298537,-0.111371,1.173661134,0.125366289,-0.100680825,-0.031663,-0.294579,-0.166323,1016.549561
355628,0.282862,-0.268983,-0.090456,1.142711753,0.180348247,-0.07692732,-0.036595,-0.312531,-0.144697,1016.549561
355728,0.174015,-0.211082,-0.070127,1.098920928,0.220144021,-0.072871959,-0.040369,-0.322641,-0.130687,1016.549561
355828,0.049865,-0.131265,-0.047621,1.055250722,0.241656701,-0.092330825,-0.04718,-0.334318,-0.114254,1016.547302
355928,-0.073297,-0.057324,-0.019372,1.016579794,0.246450619,-0.127569485,-0.050374,-0.340257,-0.104038,1016.547302
356028,-0.186123,-0.019343,0.009563,0.974383918,0.242030928,-0.172579381,-0.055476,-0.345449,-0.098296,1016.547302
356128,-0.277987,-0.030804,0.03466,0.941633505,0.241938557,-0.208480412,-0.058515,-0.342557,-0.095146,1016.547302
356228,-0.352271,-0.061418,0.056455,0.93238732,0.249414227,-0.225443402,-0.063957,-0.336917,-0.096368,1016.547302
356328,-0.40174,-0.083414,0.061051,0.948374845,0.2484,-0.227778866,-0.068279,-0.329485,-0.104011,1016.547302
356428,-0.400194,-0.098971,0.060252,0.981346701,0.222362577,-0.226304433,-0.075045,-0.311977,-0.112645,1016.547302
356528,-0.341788,-0.123785,0.047335,1.013286186,0.185163196,-0.215224948,-0.080294,-0.296912,-0.122906,1016.547302
356628,-0.268723,-0.153406,0.031876,1.038617732,0.146404433,-0.182230206,-0.089546,-0.281333,-0.132143,1016.547302
356728,-0.197668,-0.159784,0.022182,1.064606186,0.101096804,-0.134241753,-0.097766,-0.261712,-0.142675,1016.547302
356828,-0.130424,-0.142285,0.021259,1.073486392,0.062221856,-0.093622784,-0.108473,-0.245017,-0.153861,1016.547302
356928,-0.093747,-0.116243,0.035631,1.063120722,0.037567835,-0.072232784,-0.114789,-0.228136,-0.160022,1016.547302
357028,-0.075521,-0.103832,0.060202,1.040775876,0.018843505,-0.055006289,-0.121064,-0.214622,-0.16886,1016.547302
357128,-0.073827,-0.108363,0.086047,1.002970928,0.01254567,-0.033503711,-0.128358,-0.202634,-0.176775,1016.547302
357228,-0.08546,-0.117636,0.111883,0.961882474,0.018101856,-0.009630722,-0.130307,-0.199018,-0.178596,1016.547302
357328,-0.106552,-0.113912,0.137376,0.925944845,0.033724845,0.01177433,-0.13117,-0.191715,-0.184739,1016.547302
