PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw
07138,890628,8.637734,2.379090,-1.411963,-0.447951,-0.100513,-0.088200,-0.057046,-0.189669,-0.179040,62.422606,-85.820934,-61.886161
07139,890728,8.862006,2.011983,-1.697967,-0.453505,-0.064175,-0.076994,-0.051328,-0.180709,-0.190602,62.873296,-85.797796,-62.599826
07140,890828,9.180310,1.579441,-1.921456,-0.435217,-0.075005,-0.070863,-0.045173,-0.169433,-0.198538,63.382622,-85.780171,-63.361745
07141,890928,9.581894,1.245727,-1.895313,-0.383029,-0.131675,-0.073904,-0.040949,-0.154992,-0.209321,64.322467,-85.774600,-64.525363
07142,891028,9.957428,1.076797,-1.622624,-0.304689,-0.191913,-0.089449,-0.043698,-0.139942,-0.220080,65.779416,-85.773737,-66.162481
07143,891128,10.195084,0.946762,-1.170118,-0.251399,-0.219572,-0.096685,-0.047465,-0.126419,-0.229917,67.484969,-85.772037,-68.018267
07144,891228,10.420715,0.838625,-0.714178,-0.213981,-0.215635,-0.091614,-0.051707,-0.110847,-0.240652,69.166693,-85.768173,-69.828669
07145,891328,10.404572,0.759177,-0.242169,-0.178662,-0.198508,-0.069603,-0.058960,-0.097269,-0.250489,70.682922,-85.769068,-71.452840
07146,891428,10.229709,0.790186,-0.080448,-0.156742,-0.184419,-0.039429,-0.065844,-0.088495,-0.254058,72.035708,-85.780769,-72.900513
07147,891528,9.975395,0.846886,0.023901,-0.147922,-0.188235,-0.005925,-0.073172,-0.080068,-0.260652,73.354572,-85.808962,-74.309056
07148,891628,9.721737,0.913822,0.198735,-0.152557,-0.194596,0.033105,-0.083022,-0.074165,-0.265873,74.655768,-85.857287,-75.702458
07149,891728,9.387468,0.942603,0.348059,-0.163705,-0.201548,0.064240,-0.088974,-0.065078,-0.265917,75.975400,-85.921549,-77.120620
07150,891828,9.122843,1.019403,0.566773,-0.182762,-0.206604,0.093138,-0.092418,-0.061937,-0.267765,77.315679,-86.000209,-78.570261
07151,891928,8.915657,1.100767,0.799568,-0.204410,-0.201674,0.116325,-0.095405,-0.060395,-0.267690,78.619987,-86.088888,-79.996076
07152,892028,8.676804,1.208117,0.831503,-0.226702,-0.193824,0.131018,-0.097864,-0.058788,-0.269114,79.885522,-86.182760,-81.395611
07153,892128,8.416549,1.244703,0.827351,-0.243297,-0.179977,0.138510,-0.098317,-0.059158,-0.271639,81.077155,-86.277499,-82.730390
07154,892228,8.224202,1.242916,0.811196,-0.246292,-0.151864,0.138024,-0.093344,-0.058763,-0.271112,82.081259,-86.367890,-83.878761
07155,892328,8.114537,1.119066,0.731062,-0.231461,-0.109335,0.134962,-0.089268,-0.059582,-0.276160,82.761437,-86.452224,-84.693882
07156,892428,8.076480,0.871330,0.576907,-0.194876,-0.063489,0.133081,-0.083795,-0.058198,-0.275582,83.070337,-86.531798,-85.115913
07157,892528,8.102760,0.611628,0.380062,-0.154126,-0.027478,0.133241,-0.078728,-0.057064,-0.280027,83.073866,-86.608903,-85.208583
07158,892628,8.126171,0.432676,0.255913,-0.114201,-0.020350,0.138841,-0.071179,-0.054997,-0.283922,83.026080,-86.688703,-85.226925
07159,892728,8.156822,0.336767,0.218616,-0.089087,-0.041331,0.150592,-0.067199,-0.053091,-0.283319,83.189474,-86.776632,-85.442383
07160,892828,8.164994,0.402467,0.289274,-0.075113,-0.088998,0.166708,-0.062111,-0.055372,-0.289443,83.849314,-86.876732,-86.147006
07161,892928,8.197491,0.498321,0.454032,-0.068657,-0.141372,0.185903,-0.059132,-0.055444,-0.288942,85.106263,-86.990003,-87.445803
07162,893028,8.206426,0.657322,0.627234,-0.064500,-0.184873,0.200986,-0.060147,-0.055974,-0.287968,86.947232,-87.111707,-89.326837
07163,893128,8.160619,0.759306,0.737142,-0.057827,-0.203398,0.207096,-0.057623,-0.057911,-0.290068,89.171580,-87.233761,-91.587643
07164,893228,8.149321,0.800270,0.768826,-0.041987,-0.207557,0.203163,-0.054622,-0.056439,-0.290490,91.657872,-87.348854,-94.101324
07165,893328,8.195636,0.808274,0.848111,-0.036163,-0.193219,0.199630,-0.053558,-0.059750,-0.294667,94.180514,-87.457035,-96.647773
07166,893428,8.285891,0.840763,0.979062,-0.015429,-0.181961,0.196800,-0.052030,-0.056712,-0.296013,96.779340,-87.558946,-99.258321
07167,893528,8.461856,0.870231,1.004980,0.005183,-0.157594,0.195124,-0.047471,-0.055594,-0.299959,99.269993,-87.656704,-101.748524
07168,893628,8.648673,0.924549,0.967069,0.014562,-0.120121,0.194535,-0.042430,-0.053536,-0.302855,101.439641,-87.753667,-103.911849
07169,893728,8.698253,0.988244,0.951922,0.012582,-0.096148,0.195221,-0.038832,-0.053302,-0.308852,103.446447,-87.850739,-105.913130
07170,893828,8.748443,1.031333,1.038408,0.023533,-0.086200,0.190744,-0.033300,-0.049781,-0.311171,105.473552,-87.943979,-107.928242
07171,893928,8.829502,1.080408,1.173930,0.046424,-0.058872,0.176405,-0.029684,-0.045039,-0.317439,107.195735,-88.031254,-109.624921
07172,894028,8.894883,1.007389,1.229696,0.081254,-0.013707,0.157343,-0.026127,-0.041937,-0.320784,108.242978,-88.114522,-110.626142
07173,894128,8.967345,0.909345,1.138830,0.119823,0.023229,0.139666,-0.022998,-0.036166,-0.327501,108.666447,-88.194432,-110.981037
07174,894228,9.087176,0.789308,1.080804,0.156272,0.047185,0.126285,-0.017907,-0.031995,-0.332794,108.633721,-88.271421,-110.858549
07175,894328,9.195457,0.730438,1.074263,0.190169,0.066164,0.115900,-0.009774,-0.029221,-0.341161,108.190303,-88.346176,-110.305708
07176,894428,9.298524,0.718522,1.115401,0.207879,0.080000,0.116049,-0.006177,-0.024527,-0.346429,107.435907,-88.423260,-109.431577
07177,894528,9.393575,0.758454,1.203297,0.215307,0.082894,0.120365,0.001834,-0.022066,-0.348299,106.567648,-88.502829,-108.439257
07178,894628,9.588242,0.791550,1.328680,0.199141,0.096141,0.135074,0.010010,-0.016206,-0.358513,105.379031,-88.592095,-107.135712
07179,894728,9.800994,0.893001,1.424478,0.157393,0.138067,0.152136,0.012607,-0.013489,-0.363883,103.076236,-88.695699,-104.741580
07180,894828,9.930154,1.031870,1.332672,0.096855,0.195013,0.172833,0.020733,-0.009245,-0.371674,98.888540,-88.813834,-100.496816
07181,894928,10.024362,1.205678,1.108068,0.013799,0.236402,0.190812,0.024867,-0.003965,-0.378916,92.515055,-88.935678,-94.113523
07182,895028,10.081300,1.448667,0.965233,-0.076465,0.246533,0.201695,0.030886,-0.000974,-0.380761,84.183859,-89.046633,-85.824068
07183,895128,10.271828,1.653830,0.949954,-0.161032,0.237390,0.205339,0.034038,0.007336,-0.388350,74.191835,-89.136012,-75.922144
07184,895228,10.679855,1.696658,1.157398,-0.227973,0.234206,0.206122,0.044089,0.015342,-0.391939,62.417231,-89.195214,-64.275862
07185,895328,11.227333,1.577810,1.606445,-0.261358,0.260850,0.202125,0.046687,0.023515,-0.396530,48.670731,-89.204777,-50.676583
07186,895428,11.872416,1.266504,2.278432,-0.246395,0.322032,0.191241,0.052201,0.026988,-0.397850,34.351827,-89.137128,-36.496050
07187,895528,12.652639,0.792163,2.925862,-0.178553,0.424624,0.171485,0.056216,0.033948,-0.398493,22.051252,-88.966532,-24.294701
07188,895628,13.639620,0.165475,3.204143,-0.104282,0.570097,0.154087,0.063655,0.036225,-0.396364,13.102514,-88.679287,-15.402391
07189,895728,14.503924,-0.411867,3.053129,-0.043413,0.743490,0.152207,0.071423,0.037063,-0.385290,7.063990,-88.272964,-9.385176
07190,895828,14.858753,-0.653313,2.458872,-0.002660,0.885969,0.168428,0.077643,0.033818,-0.371920,3.004446,-87.773867,-5.323337
07191,895928,14.891050,-0.408487,1.654384,0.017725,0.955870,0.175382,0.080738,0.027295,-0.351707,0.361384,-87.227689,-2.666209
07192,896028,14.911017,0.239907,0.986999,0.000281,0.973567,0.163743,0.079192,0.014977,-0.323777,-1.297608,-86.667567,-1.003295
07193,896128,14.473941,0.894125,0.381855,-0.044830,0.924438,0.130866,0.068648,0.006193,-0.293673,-2.241585,-86.134369,-0.081726
07194,896228,13.621100,1.273354,-0.563033,-0.076734,0.782749,0.074854,0.052191,-0.002826,-0.267095,-2.607312,-85.683077,0.242388
07195,896328,12.477712,1.275958,-1.706070,-0.103803,0.558362,0.000521,0.026410,-0.011334,-0.248017,-2.478089,-85.362138,0.054685
07196,896428,11.272756,0.715958,-2.226396,-0.123860,0.297294,-0.071101,-0.000348,-0.013823,-0.229134,-1.965741,-85.192257,-0.529064
07197,896528,10.026738,0.057537,-2.097102,-0.111032,0.045974,-0.100892,-0.026934,-0.013886,-0.219146,-1.325005,-85.166402,-1.234435
07198,896628,8.925317,-0.440175,-1.854593,-0.071362,-0.249649,-0.103540,-0.047465,-0.011858,-0.213053,-0.673770,-85.309330,-1.927578
07199,896728,8.417321,-0.818985,-1.337763,-0.006935,-0.542512,-0.116027,-0.067400,-0.006608,-0.211806,0.152661,-85.619395,-2.759336
07200,896828,8.463088,-1.359196,-0.349723,0.124369,-0.721044,-0.136522,-0.079778,-0.000761,-0.215029,1.381713,-86.030404,-3.919100
07201,896928,8.548926,-1.962017,0.279940,0.321998,-0.705460,-0.159656,-0.089693,0.004974,-0.216752,3.209943,-86.429608,-5.565474
07202,897028,8.508844,-2.582810,0.458114,0.519390,-0.523998,-0.184738,-0.092205,0.008927,-0.215050,5.669746,-86.719745,-7.730857
07203,897128,8.708480,-2.845394,0.257443,0.655969,-0.246082,-0.184431,-0.093158,0.012527,-0.216872,8.225176,-86.845900,-9.913439
07204,897228,9.120636,-2.456331,-0.042593,0.705983,0.027137,-0.163554,-0.094629,0.015090,-0.217745,10.263533,-86.814466,-11.549577
