time,gx,gy,gz,ax,ay,az,Mag_X,Mag_Y,Mag_Z,p
475438,-0.410722,0.043366,-0.068066,0.942190714,0.081958367,-0.097202143,-0.537626,-0.221853,0.240158,1016.546753
475538,-0.443331,-0.036532,-0.044917,0.871656837,0.065782653,-0.130583571,-0.543572,-0.224652,0.238004,1016.546753
475638,-0.474332,-0.115236,-0.022959,0.832069592,0.060115102,-0.147217449,-0.545089,-0.227167,0.238877,1016.546753
475738,-0.503611,-0.163456,0.001016,0.793482143,0.073387041,-0.140459898,-0.54658,-0.230109,0.238224,1016.546753
475838,-0.532406,-0.181382,0.014506,0.765892143,0.090502347,-0.124422143,-0.550468,-0.233268,0.232547,1016.546753
475938,-0.534756,-0.170985,0.023975,0.759452041,0.10207398,-0.097026837,-0.551454,-0.237688,0.231318,1016.546753
476038,-0.501542,-0.131459,0.024262,0.785006939,0.107211122,-0.06845449,-0.554904,-0.242993,0.228539,1016.546753
476138,-0.438143,-0.087327,0.020394,0.837200918,0.109585,-0.044877041,-0.557873,-0.247358,0.22681,1016.546753
476238,-0.368688,-0.04615,0.010841,0.892478367,0.097055918,-0.028934082,-0.560265,-0.254503,0.220431,1016.548523
476338,-0.31203,-0.012416,-0.005196,0.940103878,0.079563265,-0.015981939,-0.565232,-0.256866,0.219302,1016.548523
476438,-0.277479,0.021805,-0.017673,0.985019898,0.064598878,0.001368367,-0.569704,-0.261231,0.218073,1016.548523
476538,-0.251881,0.06253,-0.033451,1.015541531,0.050630918,0.012101327,-0.571613,-0.260983,0.213574,1016.548523
476638,-0.228744,0.092505,-0.046462,1.030897143,0.045607347,0.002267041,-0.578007,-0.267116,0.208244,1016.548523
476738,-0.207186,0.09882,-0.057193,1.03334449,0.053871122,-0.008588571,-0.577532,-0.270162,0.209091,1016.548523
476838,-0.193564,0.077567,-0.056717,1.020796837,0.067774388,-0.012594592,-0.583432,-0.27284,0.204438,1016.548523
476938,-0.194727,0.041654,-0.049434,1.004462653,0.080902653,-0.003685612,-0.585879,-0.274673,0.201837,1016.548523
477038,-0.201591,0.011034,-0.035865,0.989023571,0.081695408,0.009571327,-0.590881,-0.275638,0.202784,1016.548523
477138,-0.21098,-0.013492,-0.01903,0.962954898,0.079644286,0.020282755,-0.593363,-0.276073,0.202258,1016.548523
477238,-0.214392,-0.033724,0.001601,0.937408163,0.072206837,0.038822347,-0.595312,-0.277914,0.199657,1016.548523
477338,-0.214113,-0.042972,0.024989,0.920772959,0.067993265,0.063873469,-0.598827,-0.27793,0.201155,1016.548523
477438,-0.216711,-0.038817,0.043275,0.916179184,0.064372653,0.080551224,-0.600757,-0.274267,0.198334,1016.548523
477538,-0.219486,-0.010289,0.057277,0.913024082,0.060807449,0.088376633,-0.606751,-0.278182,0.198629,1016.548523
477638,-0.212903,0.02752,0.063554,0.910935612,0.060666531,0.095026633,-0.606179,-0.277997,0.19463,1016.548523
477738,-0.219363,0.071553,0.069716,0.916479796,0.068069388,0.090782347,-0.608681,-0.279476,0.195053,1016.548523
477838,-0.23193,0.097219,0.073331,0.910056939,0.067000714,0.082708571,-0.610098,-0.277765,0.19113,1016.548523
477938,-0.224173,0.09634,0.078314,0.91787449,0.066833163,0.092652245,-0.616033,-0.274585,0.189282,1016.548523
478038,-0.217327,0.102435,0.086658,0.93142449,0.066676531,0.094464898,-0.617026,-0.277534,0.188629,1016.548523
478138,-0.214865,0.094848,0.088745,0.927953061,0.069212347,0.086012755,-0.619475,-0.275405,0.186731,1016.548523
478238,-0.210356,0.066871,0.093546,0.921095204,0.073186122,0.080268265,-0.619475,-0.275405,0.186731,1016.548523
478338,-0.211964,0.021706,0.094908,0.904716735,0.077002551,0.082845714,-0.623442,-0.275294,0.18573,1016.548523
478438,-0.211853,-0.028552,0.098741,0.896015102,0.077051531,0.088482755,-0.625434,-0.275262,0.18573,1016.548523
478538,-0.208239,-0.067278,0.10286,0.890736224,0.076841633,0.101132347,-0.625904,-0.274684,0.184255,1016.548523
478638,-0.199573,-0.082817,0.105672,0.894462857,0.073519286,0.120551837,-0.628864,-0.274066,0.18278,1016.548523
478738,-0.187961,-0.070532,0.109482,0.90896,0.06947,0.134844592,-0.629379,-0.273608,0.183805,1016.548523
478838,-0.172111,-0.033571,0.112054,0.924225408,0.065958673,0.148035918,-0.63283,-0.273955,0.181779,1016.548523
478938,-0.14784,0.010016,0.115324,0.925780102,0.064873469,0.141950612,-0.631333,-0.272982,0.181831,1016.548523
479038,-0.11475,0.034443,0.117162,0.917564388,0.064687041,0.135829388,-0.633295,-0.271384,0.180407,1016.548523
479138,-0.081704,0.035118,0.118594,0.909582245,0.065004286,0.140555408,-0.636281,-0.269841,0.180482,1016.548523
479238,-0.048656,0.028238,0.120182,0.917368061,0.064115306,0.156199286,-0.635251,-0.271255,0.178407,1016.548523
479338,-0.027651,0.029782,0.126161,0.92875551,0.066520918,0.164017755,-0.634232,-0.268732,0.177535,1016.548523
479438,-0.020634,0.023168,0.130478,0.940366224,0.070397449,0.166424184,-0.636753,-0.270259,0.178957,1016.548523
479538,-0.026212,0.024481,0.13721,0.937381735,0.07569051,0.161796837,-0.635233,-0.266747,0.178136,1016.544495
479638,-0.034508,0.041311,0.142947,0.928465102,0.077087245,0.153887245,-0.637187,-0.265623,0.176187,1016.544495
479738,-0.042599,0.062758,0.149481,0.924479082,0.07018,0.146891837,-0.639185,-0.268581,0.176034,1016.544495
479838,-0.052754,0.095089,0.156669,0.932865204,0.058662653,0.136971429,-0.638713,-0.267664,0.177584,1016.544495
479938,-0.065739,0.120804,0.162614,0.936062245,0.05372949,0.149130204,-0.640183,-0.264603,0.176737,1016.544495
480038,-0.086844,0.134355,0.163882,0.939715714,0.058099592,0.166361327,-0.64166,-0.265029,0.175711,1016.544495
480138,-0.121853,0.140412,0.163766,0.943858061,0.066265102,0.185463163,-0.641593,-0.263864,0.172263,1016.544495
480238,-0.162865,0.145451,0.166726,0.959621327,0.071382857,0.206078163,-0.64206,-0.26229,0.17084,1016.544495
480338,-0.196446,0.167192,0.166076,0.97776,0.078122857,0.222246429,-0.642532,-0.263206,0.169289,1016.544495
480438,-0.217431,0.213795,0.161531,0.994857755,0.091348469,0.233315816,-0.648952,-0.262959,0.166289,1016.544495
480538,-0.229526,0.271123,0.154092,1.009649694,0.101351122,0.237195,-0.648934,-0.262911,0.165289,1016.544495
480638,-0.230363,0.31749,0.143219,1.023549184,0.102010204,0.238705918,-0.646868,-0.263746,0.161241,1016.544495
480738,-0.218761,0.345037,0.129546,1.041687551,0.089472653,0.246116327,-0.648266,-0.261488,0.156344,1016.544495
480838,-0.189409,0.359506,0.117326,1.067991837,0.065939898,0.26493398,-0.65123,-0.263362,0.154742,1016.544495
480938,-0.136517,0.368303,0.11073,1.088717959,0.031086837,0.282595306,-0.652673,-0.260228,0.152395,1016.544495
481038,-0.074387,0.376591,0.11747,1.111815816,-0.010520306,0.30734898,-0.652158,-0.261683,0.151319,1016.544495
481138,-0.006463,0.407275,0.135786,1.149531122,-0.049709592,0.323760714,-0.652092,-0.261016,0.147846,1016.546204
481238,0.055707,0.47271,0.169359,1.205247857,-0.096747245,0.307936327,-0.653538,-0.259875,0.145397,1016.546204
481338,0.109773,0.532876,0.204863,1.24228051,-0.10353449,0.265018163,-0.652966,-0.254732,0.142153,1016.546204
481438,0.139752,0.566833,0.232585,1.269250816,-0.06182,0.229881633,-0.65791,-0.254059,0.140177,1016.546204
481538,0.144465,0.573841,0.233723,1.303739286,0.008042041,0.211470306,-0.656322,-0.248883,0.135934,1016.546204
481638,0.132459,0.548433,0.209272,1.350158163,0.069854898,0.174550714,-0.6563,-0.246842,0.135036,1016.546204
481738,0.107883,0.468715,0.183615,1.40117551,0.112596633,0.129438776,-0.66122,-0.243629,0.132187,1016.546204
481838,0.043723,0.368897,0.146506,1.417120102,0.130340714,0.079023367,-0.660205,-0.23814,0.131967,1016.546204
481938,-0.027731,0.261032,0.116195,1.371064184,0.109339592,0.017616939,-0.662629,-0.237434,0.128494,1016.546204
482038,-0.086065,0.159795,0.100965,1.292229898,0.065757143,-0.023711531,-0.659613,-0.231953,0.127774,1016.546204
482138,-0.129843,0.073024,0.091934,1.189470714,0.013149898,-0.055593878,-0.65861,-0.228481,0.127952,1016.546204
482238,-0.136694,-0.036287,0.095779,1.086826633,-0.027488776,-0.086983673,-0.65808,-0.225926,0.12658,1016.546204
482338,-0.135857,-0.178039,0.097705,0.989642755,-0.057976224,-0.116402449,-0.657101,-0.220035,0.128385,1016.546204
482438,-0.090479,-0.290276,0.097269,0.930604082,-0.098963776,-0.088713878,-0.654636,-0.21915,0.129936,1016.546204
482538,-0.005211,-0.332558,0.111262,0.872102653,-0.145147755,-0.063861429,-0.654589,-0.213573,0.128216,1016.546204
482638,0.120435,-0.354792,0.111127,0.786013367,-0.193482959,-0.043391327,-0.652658,-0.211282,0.131842,1016.546204
482738,0.309504,-0.365199,0.109482,0.717065714,-0.237859388,-0.018721735,-0.652191,-0.207899,0.134019,1016.547974
482838,0.518131,-0.336475,0.105396,0.690761939,-0.263358367,0.010576735,-0.653729,-0.206501,0.136594,1016.547974
482938,0.684603,-0.252431,0.099383,0.713292347,-0.256118469,0.03805102,-0.656202,-0.201953,0.136322,1016.547974
483038,0.775056,-0.125308,0.085407,0.762827041,-0.210619592,0.074103163,-0.6553,-0.197252,0.142074,1016.547974
483138,0.777423,-0.002757,0.070539,0.831707959,-0.169195102,0.08996449,-0.65726,-0.194657,0.140701,1016.547974
483238,0.690709,0.089768,0.060779,0.897235102,-0.134914286,0.087336224,-0.657228,-0.192592,0.139303,1016.547974
483338,0.591829,0.108088,0.058352,0.94948398,-0.08319051,0.083422449,-0.663707,-0.189025,0.139979,1016.547974
483438,0.492482,0.087077,0.05716,1.008581837,-0.006130612,0.077150612,-0.661744,-0.190126,0.141428,1016.547974
483538,0.404919,0.042521,0.04524,1.07536898,0.064698673,0.047953878,-0.667699,-0.18799,0.140529,1016.547974
483638,0.32849,-0.011238,0.029814,1.126547041,0.098970408,0.004659694,-0.66672,-0.187057,0.141579,1016.547974
483738,0.267924,-0.04546,0.010524,1.149637755,0.084957959,-0.020916327,-0.670196,-0.185981,0.141129,1016.547974
483838,0.218632,-0.046294,-0.012732,1.11731602,0.038866429,-0.017435,-0.666715,-0.184068,0.141732,1016.547974
483938,0.186084,-0.054064,-0.037393,1.060731531,-0.007381837,0.010228878,-0.667718,-0.182581,0.142308,1016.547974
484038,0.184228,-0.079703,-0.057764,1.010335204,-0.046030306,0.047146735,-0.669681,-0.181979,0.140833,1016.547974
484138,0.204577,-0.116986,-0.0565,0.971007143,-0.074209796,0.083305,-0.667192,-0.182517,0.140808,1016.547974
484238,0.237752,-0.148041,-0.037139,0.923361837,-0.093154388,0.102866531,-0.667702,-0.17907,0.141985,1016.547974
484338,0.231111,-0.179286,-0.035502,0.892984796,-0.08511398,0.122619592,-0.6677,-0.177575,0.142061,1016.547974
484438,0.275844,-0.209447,-0.010891,0.870655816,-0.088137449,0.117799592,-0.663722,-0.176666,0.142614,1016.547974
